date,home_team,away_team,home_score,away_score,season,league
2025-11-07,Estoril,Arouca,4,3,2526,POR-Primeira Liga
2025-11-08,Alverca,Rio Ave,1,1,2526,POR-Primeira Liga
2025-11-08,Santa Clara,Sp Lisbon,1,2,2526,POR-Primeira Liga
2025-11-08,Tondela,Guimaraes,0,1,2526,POR-Primeira Liga
2025-11-09,AVS,Gil Vicente,1,1,2526,POR-Primeira Liga
2025-11-09,Benfica,Casa Pia,2,2,2526,POR-Primeira Liga
2025-11-09,Estrela,Nacional,1,1,2526,POR-Primeira Liga
2025-11-09,Famalicao,Porto,0,1,2526,POR-Primeira Liga
2025-11-09,Sp Braga,Moreirense,2,1,2526,POR-Primeira Liga
2025-11-28,Guimaraes,AVS,4,0,2526,POR-Primeira Liga
2025-11-29,Casa Pia,Alverca,0,2,2526,POR-Primeira Liga
2025-11-29,Gil Vicente,Tondela,0,1,2526,POR-Primeira Liga
2025-11-29,Moreirense,Famalicao,2,2,2526,POR-Primeira Liga
2025-11-29,Nacional,Benfica,1,2,2526,POR-Primeira Liga
2025-11-30,Porto,Estoril,1,0,2526,POR-Primeira Liga
2025-11-30,Rio Ave,Santa Clara,1,1,2526,POR-Primeira Liga
2025-11-30,Sp Lisbon,Estrela,4,0,2526,POR-Primeira Liga
2025-12-01,Arouca,Sp Braga,0,4,2526,POR-Primeira Liga
2025-12-05,Benfica,Sp Lisbon,1,1,2526,POR-Primeira Liga
2025-12-06,AVS,Rio Ave,1,2,2526,POR-Primeira Liga
2025-12-06,Famalicao,Sp Braga,1,2,2526,POR-Primeira Liga
2025-12-06,Santa Clara,Casa Pia,1,0,2526,POR-Primeira Liga
2025-12-07,Alverca,Nacional,1,0,2526,POR-Primeira Liga
2025-12-07,Estoril,Moreirense,3,3,2526,POR-Primeira Liga
2025-12-07,Estrela,Arouca,3,1,2526,POR-Primeira Liga
2025-12-07,Tondela,Porto,0,2,2526,POR-Primeira Liga
2025-12-08,Guimaraes,Gil Vicente,0,0,2526,POR-Primeira Liga
2025-12-13,Casa Pia,Gil Vicente,1,1,2526,POR-Primeira Liga
2025-12-13,Rio Ave,Guimaraes,0,1,2526,POR-Primeira Liga
2025-12-13,Sp Lisbon,AVS,6,0,2526,POR-Primeira Liga
2025-12-14,Arouca,Alverca,1,0,2526,POR-Primeira Liga
2025-12-14,Famalicao,Estoril,4,0,2526,POR-Primeira Liga
2025-12-14,Moreirense,Benfica,0,4,2526,POR-Primeira Liga
2025-12-15,Nacional,Tondela,3,1,2526,POR-Primeira Liga
2025-12-15,Porto,Estrela,3,1,2526,POR-Primeira Liga
2025-12-15,Sp Braga,Santa Clara,1,0,2526,POR-Primeira Liga
2025-12-19,Estoril,Sp Braga,1,0,2526,POR-Primeira Liga
2025-12-20,Estrela,Moreirense,0,0,2526,POR-Primeira Liga
2025-12-20,Gil Vicente,Rio Ave,2,2,2526,POR-Primeira Liga
2025-12-21,AVS,Nacional,2,2,2526,POR-Primeira Liga
2025-12-21,Santa Clara,Arouca,0,0,2526,POR-Primeira Liga
2025-12-21,Tondela,Casa Pia,1,2,2526,POR-Primeira Liga
2025-12-22,Alverca,Porto,0,3,2526,POR-Primeira Liga
2025-12-22,Benfica,Famalicao,1,0,2526,POR-Primeira Liga
2025-12-23,Guimaraes,Sp Lisbon,1,4,2526,POR-Primeira Liga
2025-12-27,Estoril,Alverca,4,1,2526,POR-Primeira Liga
2025-12-27,Famalicao,Estrela,2,3,2526,POR-Primeira Liga
2025-12-28,Arouca,Gil Vicente,2,2,2526,POR-Primeira Liga
2025-12-28,Casa Pia,Guimaraes,0,0,2526,POR-Primeira Liga
2025-12-28,Sp Braga,Benfica,2,2,2526,POR-Primeira Liga
2025-12-28,Sp Lisbon,Rio Ave,4,0,2526,POR-Primeira Liga
2025-12-29,Porto,AVS,2,0,2526,POR-Primeira Liga
2026-01-02,Gil Vicente,Sp Lisbon,1,1,2526,POR-Primeira Liga
2026-01-02,Guimaraes,Nacional,2,1,2526,POR-Primeira Liga
2026-01-03,AVS,Moreirense,0,2,2526,POR-Primeira Liga
2026-01-03,Benfica,Estoril,3,1,2526,POR-Primeira Liga
2026-01-03,Estrela,Sp Braga,3,3,2526,POR-Primeira Liga
2026-01-03,Tondela,Arouca,3,1,2526,POR-Primeira Liga
2026-01-04,Alverca,Famalicao,1,0,2526,POR-Primeira Liga
2026-01-04,Rio Ave,Casa Pia,3,1,2526,POR-Primeira Liga
2026-01-04,Santa Clara,Porto,0,1,2526,POR-Primeira Liga
2026-01-11,Moreirense,Tondela,1,0,2526,POR-Primeira Liga
2026-01-11,Nacional,Santa Clara,3,3,2526,POR-Primeira Liga
2026-01-16,Sp Lisbon,Casa Pia,3,0,2526,POR-Primeira Liga
2026-01-17,AVS,Arouca,0,1,2526,POR-Primeira Liga
2026-01-17,Alverca,Moreirense,2,1,2526,POR-Primeira Liga
2026-01-17,Gil Vicente,Nacional,2,1,2526,POR-Primeira Liga
2026-01-17,Rio Ave,Benfica,0,2,2526,POR-Primeira Liga
2026-01-18,Guimaraes,Porto,0,1,2526,POR-Primeira Liga
2026-01-18,Santa Clara,Famalicao,0,1,2526,POR-Primeira Liga
2026-01-18,Tondela,Sp Braga,0,1,2526,POR-Primeira Liga
2026-01-19,Estrela,Estoril,0,5,2526,POR-Primeira Liga
2026-01-23,Casa Pia,AVS,3,3,2526,POR-Primeira Liga
2026-01-24,Arouca,Sp Lisbon,1,2,2526,POR-Primeira Liga
2026-01-24,Estoril,Guimaraes,4,2,2526,POR-Primeira Liga
2026-01-24,Moreirense,Santa Clara,1,0,2526,POR-Primeira Liga
2026-01-25,Benfica,Estrela,4,0,2526,POR-Primeira Liga
2026-01-25,Famalicao,Tondela,3,0,2526,POR-Primeira Liga
2026-01-25,Nacional,Rio Ave,4,0,2526,POR-Primeira Liga
2026-01-25,Sp Braga,Alverca,5,0,2526,POR-Primeira Liga
2026-01-26,Porto,Gil Vicente,3,0,2526,POR-Primeira Liga
2026-01-30,Guimaraes,Moreirense,1,0,2526,POR-Primeira Liga
2026-01-31,Alverca,Estrela,1,1,2526,POR-Primeira Liga
2026-01-31,Rio Ave,Arouca,0,3,2526,POR-Primeira Liga
2026-01-31,Santa Clara,Estoril,2,4,2526,POR-Primeira Liga
2026-02-01,Gil Vicente,Famalicao,5,0,2526,POR-Primeira Liga
2026-02-01,Sp Lisbon,Nacional,2,1,2526,POR-Primeira Liga
2026-02-01,Tondela,Benfica,0,0,2526,POR-Primeira Liga
2026-02-02,AVS,Sp Braga,0,4,2526,POR-Primeira Liga
2026-02-02,Casa Pia,Porto,2,1,2526,POR-Primeira Liga
2026-02-07,Arouca,Guimaraes,3,2,2526,POR-Primeira Liga
2026-02-07,Estoril,Tondela,2,2,2526,POR-Primeira Liga
2026-02-07,Estrela,Santa Clara,1,0,2526,POR-Primeira Liga
2026-02-07,Moreirense,Gil Vicente,1,2,2526,POR-Primeira Liga
2026-02-08,Benfica,Alverca,2,1,2526,POR-Primeira Liga
2026-02-08,Nacional,Casa Pia,0,0,2526,POR-Primeira Liga
2026-02-08,Sp Braga,Rio Ave,3,0,2526,POR-Primeira Liga
2026-02-09,Famalicao,AVS,3,1,2526,POR-Primeira Liga
2026-02-09,Porto,Sp Lisbon,1,1,2526,POR-Primeira Liga
2026-02-13,Santa Clara,Benfica,1,2,2526,POR-Primeira Liga
2026-02-13,Tondela,Alverca,1,1,2526,POR-Primeira Liga
2026-02-14,Casa Pia,Arouca,3,2,2526,POR-Primeira Liga
2026-02-14,Gil Vicente,Sp Braga,2,1,2526,POR-Primeira Liga
2026-02-14,Guimaraes,Estrela,2,1,2526,POR-Primeira Liga
2026-02-15,AVS,Estoril,3,0,2526,POR-Primeira Liga
2026-02-15,Nacional,Porto,0,1,2526,POR-Primeira Liga
2026-02-15,Sp Lisbon,Famalicao,1,0,2526,POR-Primeira Liga
2026-02-16,Rio Ave,Moreirense,1,2,2526,POR-Primeira Liga
2026-02-20,Estrela,Tondela,0,2,2526,POR-Primeira Liga
2026-02-21,Alverca,Santa Clara,1,1,2526,POR-Primeira Liga
2026-02-21,Arouca,Nacional,3,0,2526,POR-Primeira Liga
2026-02-21,Benfica,AVS,3,0,2526,POR-Primeira Liga
2026-02-21,Moreirense,Sp Lisbon,0,3,2526,POR-Primeira Liga
2026-02-21,Sp Braga,Guimaraes,3,2,2526,POR-Primeira Liga
2026-02-22,Estoril,Gil Vicente,3,1,2526,POR-Primeira Liga
2026-02-22,Porto,Rio Ave,1,0,2526,POR-Primeira Liga
2026-02-23,Famalicao,Casa Pia,2,0,2526,POR-Primeira Liga
2026-02-27,Porto,Arouca,3,1,2526,POR-Primeira Liga
2026-02-27,Sp Lisbon,Estoril,3,0,2526,POR-Primeira Liga
2026-02-28,AVS,Estrela,0,0,2526,POR-Primeira Liga
2026-02-28,Guimaraes,Alverca,1,1,2526,POR-Primeira Liga
2026-02-28,Nacional,Sp Braga,1,2,2526,POR-Primeira Liga
2026-03-01,Casa Pia,Moreirense,1,1,2526,POR-Primeira Liga
2026-03-01,Rio Ave,Famalicao,0,0,2526,POR-Primeira Liga
2026-03-01,Tondela,Santa Clara,2,2,2526,POR-Primeira Liga
2026-03-02,Gil Vicente,Benfica,1,2,2526,POR-Primeira Liga
2026-03-06,Famalicao,Arouca,1,0,2526,POR-Primeira Liga
2026-03-07,Alverca,AVS,0,0,2526,POR-Primeira Liga
2026-03-07,Estoril,Casa Pia,0,0,2526,POR-Primeira Liga
2026-03-07,Moreirense,Nacional,1,1,2526,POR-Primeira Liga
2026-03-07,Sp Braga,Sp Lisbon,2,2,2526,POR-Primeira Liga
2026-03-08,Benfica,Porto,2,2,2526,POR-Primeira Liga
2026-03-08,Estrela,Gil Vicente,2,2,2526,POR-Primeira Liga
2026-03-08,Santa Clara,Guimaraes,2,0,2526,POR-Primeira Liga
2026-03-09,Tondela,Rio Ave,0,1,2526,POR-Primeira Liga
2026-03-14,Arouca,Benfica,1,2,2526,POR-Primeira Liga
2026-03-14,Gil Vicente,Alverca,2,2,2526,POR-Primeira Liga
2026-03-14,Guimaraes,Famalicao,1,2,2526,POR-Primeira Liga
2026-03-15,AVS,Santa Clara,0,1,2526,POR-Primeira Liga
2026-03-15,Nacional,Estoril,0,1,2526,POR-Primeira Liga
2026-03-15,Porto,Moreirense,3,0,2526,POR-Primeira Liga
2026-03-15,Rio Ave,Estrela,2,1,2526,POR-Primeira Liga
2026-03-20,Estrela,Casa Pia,4,0,2526,POR-Primeira Liga
2026-03-21,Benfica,Guimaraes,3,0,2526,POR-Primeira Liga
2026-03-21,Famalicao,Nacional,1,0,2526,POR-Primeira Liga
2026-03-21,Moreirense,Arouca,0,1,2526,POR-Primeira Liga
2026-03-21,Santa Clara,Gil Vicente,1,0,2526,POR-Primeira Liga
2026-03-21,Tondela,AVS,0,0,2526,POR-Primeira Liga
2026-03-22,Alverca,Sp Lisbon,1,4,2526,POR-Primeira Liga
2026-03-22,Estoril,Rio Ave,1,2,2526,POR-Primeira Liga
2026-03-22,Sp Braga,Porto,1,2,2526,POR-Primeira Liga
2026-04-03,Gil Vicente,AVS,3,0,2526,POR-Primeira Liga
2026-04-03,Guimaraes,Tondela,5,0,2526,POR-Primeira Liga
2026-04-03,Sp Lisbon,Santa Clara,4,2,2526,POR-Primeira Liga
2026-04-04,Moreirense,Sp Braga,0,1,2526,POR-Primeira Liga
2026-04-04,Nacional,Estrela,2,0,2526,POR-Primeira Liga
2026-04-04,Porto,Famalicao,2,2,2526,POR-Primeira Liga
2026-04-04,Rio Ave,Alverca,1,2,2526,POR-Primeira Liga
2026-04-06,Arouca,Estoril,3,2,2526,POR-Primeira Liga
2026-04-06,Casa Pia,Benfica,1,1,2526,POR-Primeira Liga
2026-04-10,Famalicao,Moreirense,1,1,2526,POR-Primeira Liga
2026-04-11,AVS,Guimaraes,1,1,2526,POR-Primeira Liga
2026-04-11,Estrela,Sp Lisbon,0,1,2526,POR-Primeira Liga
2026-04-11,Santa Clara,Rio Ave,0,2,2526,POR-Primeira Liga
2026-04-12,Alverca,Casa Pia,3,1,2526,POR-Primeira Liga
2026-04-12,Benfica,Nacional,2,0,2526,POR-Primeira Liga
2026-04-12,Estoril,Porto,1,3,2526,POR-Primeira Liga
2026-04-12,Sp Braga,Arouca,1,0,2526,POR-Primeira Liga
2026-04-13,Tondela,Gil Vicente,2,2,2526,POR-Primeira Liga
2026-04-17,Rio Ave,AVS,2,2,2526,POR-Primeira Liga
2026-04-18,Casa Pia,Santa Clara,0,0,2526,POR-Primeira Liga
2026-04-18,Gil Vicente,Guimaraes,0,1,2526,POR-Primeira Liga
2026-04-18,Nacional,Alverca,1,0,2526,POR-Primeira Liga
2026-04-19,Arouca,Estrela,1,0,2526,POR-Primeira Liga
2026-04-19,Porto,Tondela,2,0,2526,POR-Primeira Liga
2026-04-19,Sp Braga,Famalicao,2,2,2526,POR-Primeira Liga
2026-04-19,Sp Lisbon,Benfica,1,2,2526,POR-Primeira Liga
2026-04-20,Moreirense,Estoril,1,0,2526,POR-Primeira Liga
2026-04-23,Casa Pia,Sp Braga,0,1,2526,POR-Primeira Liga
2026-04-24,Alverca,Arouca,2,1,2526,POR-Primeira Liga
2026-04-25,Benfica,Moreirense,4,1,2526,POR-Primeira Liga
2026-04-25,Guimaraes,Rio Ave,2,0,2526,POR-Primeira Liga
2026-04-25,Tondela,Nacional,0,2,2526,POR-Primeira Liga
2026-04-26,AVS,Sp Lisbon,1,1,2526,POR-Primeira Liga
2026-04-26,Estoril,Famalicao,0,1,2526,POR-Primeira Liga
2026-04-26,Estrela,Porto,1,2,2526,POR-Primeira Liga
2026-04-26,Santa Clara,Sp Braga,2,1,2526,POR-Primeira Liga
2026-04-27,Gil Vicente,Casa Pia,2,1,2526,POR-Primeira Liga
2026-04-29,Sp Lisbon,Tondela,2,2,2526,POR-Primeira Liga
2026-05-02,Arouca,Santa Clara,2,2,2526,POR-Primeira Liga
2026-05-02,Famalicao,Benfica,2,2,2526,POR-Primeira Liga
2026-05-02,Moreirense,Estrela,3,2,2526,POR-Primeira Liga
2026-05-02,Nacional,AVS,1,2,2526,POR-Primeira Liga
2026-05-02,Porto,Alverca,1,0,2526,POR-Primeira Liga
2026-05-03,Casa Pia,Tondela,0,1,2526,POR-Primeira Liga
2026-05-03,Rio Ave,Gil Vicente,0,0,2526,POR-Primeira Liga
2026-05-03,Sp Braga,Estoril,1,1,2526,POR-Primeira Liga
2026-05-04,Sp Lisbon,Guimaraes,5,1,2526,POR-Primeira Liga
2026-05-10,AVS,Porto,3,1,2526,POR-Primeira Liga
2026-05-10,Alverca,Estoril,1,1,2526,POR-Primeira Liga
2026-05-11,Benfica,Sp Braga,2,2,2526,POR-Primeira Liga
2026-05-11,Estrela,Famalicao,0,0,2526,POR-Primeira Liga
2026-05-11,Gil Vicente,Arouca,1,3,2526,POR-Primeira Liga
2026-05-11,Guimaraes,Casa Pia,0,1,2526,POR-Primeira Liga
2026-05-11,Rio Ave,Sp Lisbon,1,4,2526,POR-Primeira Liga
2026-05-11,Santa Clara,Nacional,2,0,2526,POR-Primeira Liga
2026-05-11,Tondela,Moreirense,2,0,2526,POR-Primeira Liga
2026-05-16,Arouca,Tondela,3,1,2526,POR-Primeira Liga
2026-05-16,Casa Pia,Rio Ave,1,1,2526,POR-Primeira Liga
2026-05-16,Estoril,Benfica,1,3,2526,POR-Primeira Liga
2026-05-16,Famalicao,Alverca,1,0,2526,POR-Primeira Liga
2026-05-16,Moreirense,AVS,0,0,2526,POR-Primeira Liga
2026-05-16,Nacional,Guimaraes,2,0,2526,POR-Primeira Liga
2026-05-16,Porto,Santa Clara,1,0,2526,POR-Primeira Liga
2026-05-16,Sp Braga,Estrela,2,2,2526,POR-Primeira Liga
2026-05-16,Sp Lisbon,Gil Vicente,3,0,2526,POR-Primeira Liga
2026-08-07,Estoril,Famalicao,1,1,2627,POR-Primeira Liga
2026-08-08,Estrela,Sp Lisbon,2,2,2627,POR-Primeira Liga
2026-08-08,Guimaraes,Arouca,0,1,2627,POR-Primeira Liga
2026-08-08,Maritimo,Casa Pia,1,0,2627,POR-Primeira Liga
2026-08-09,Benfica,Academico Viseu,2,2,2627,POR-Primeira Liga
2026-08-09,Gil Vicente,Rio Ave,1,0,2627,POR-Primeira Liga
2026-08-09,Moreirense,Sp Braga,2,2,2627,POR-Primeira Liga
2026-08-09,Porto,Alverca,2,0,2627,POR-Primeira Liga
2026-08-10,Santa Clara,Nacional,2,2,2627,POR-Primeira Liga
